[2026-06-02 01:33:11][INFO] Loading resources...
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (-9, 1) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (-8, 1) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (-5, -5) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (-6, -5) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (3, 3) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (6, 3) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (7, 3) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (6, 4) (Map: world)
[2026-06-02 01:46:04][FINE] Scheduled update for region-file: (7, 4) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (4, 3) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (5, 3) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (4, 2) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (5, 2) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-7, 0) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-7, -1) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-8, -1) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-8, 0) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (2, -5) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (1, -5) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (4, -2) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-4, 3) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-3, 3) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-4, 2) (Map: world)
[2026-06-02 01:46:05][FINE] Scheduled update for region-file: (-3, 2) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (-2, 2) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (-2, 3) (Map: world)
[2026-06-02 01:46:06][FINE] Scheduled update for region-file: (-1, 2) (Map: world)
